Accession ID	Collection date	Submission date	Location
EPI_ISL_4877294	2021-07-30	2021-10-05	South America / Brazil / Sao Paulo / Pontes Gestal
EPI_ISL_4877293	2021-07-30	2021-10-05	South America / Brazil / Sao Paulo / Poloni
EPI_ISL_4877292	2021-07-19	2021-10-05	South America / Brazil / Sao Paulo / Pirangi
EPI_ISL_4877291	2021-07-19	2021-10-05	South America / Brazil / Sao Paulo / Pindorama
EPI_ISL_4877269	2021-07-23	2021-10-05	South America / Brazil / Sao Paulo / Indiapora
EPI_ISL_4877268	2021-07-28	2021-10-05	South America / Brazil / Sao Paulo / Fernandopolis
EPI_ISL_4877266	2021-07-29	2021-10-05	South America / Brazil / Sao Paulo / Dolciopolis
EPI_ISL_4877265	2021-06-18	2021-10-05	South America / Brazil / Sao Paulo / Catanduva
EPI_ISL_4877264	2021-07-24	2021-10-05	South America / Brazil / Sao Paulo / Sao Jose do Rio Preto
EPI_ISL_4877263	2021-08-03	2021-10-05	South America / Brazil / Sao Paulo / Descalvado
EPI_ISL_4877262	2021-08-03	2021-10-05	South America / Brazil / Sao Paulo / Bebedouro
EPI_ISL_4880319	2021-07-09	2021-10-05	South America / Brazil / Maranhao / Presidente Juscelino
EPI_ISL_4880353	2021-01-31	2021-10-05	South America / Brazil / Parana / Almirante Tamandare
EPI_ISL_4880354	2021-02-01	2021-10-05	South America / Brazil / Parana / Andira
EPI_ISL_4880355	2021-02-05	2021-10-05	South America / Brazil / Parana / Andira
EPI_ISL_4880358	2021-02-16	2021-10-05	South America / Brazil / Parana / Curitiba
EPI_ISL_4880359	2021-02-08	2021-10-05	South America / Brazil / Parana / Maringa
EPI_ISL_4880309	2021-07-19	2021-10-05	South America / Brazil / Maranhao / Timon
EPI_ISL_4880307	2021-07-22	2021-10-05	South America / Brazil / Maranhao / Caxias
EPI_ISL_4880312	2021-07-09	2021-10-05	South America / Brazil / Maranhao / Timon
EPI_ISL_4880310	2021-07-23	2021-10-05	South America / Brazil / Maranhao / Timon
EPI_ISL_4880311	2021-07-05	2021-10-05	South America / Brazil / Maranhao / Trizidela do Vale
EPI_ISL_4880317	2021-08-20	2021-10-05	South America / Brazil / Maranhao / Caxias
EPI_ISL_4880314	2021-07-09	2021-10-05	South America / Brazil / Maranhao / Sao Luis
EPI_ISL_4880315	2021-07-16	2021-10-05	South America / Brazil / Maranhao / Sao Luis
EPI_ISL_4880301	2021-08-26	2021-10-05	South America / Brazil / Maranhao / Chapadinha
EPI_ISL_4880302	2021-08-11	2021-10-05	South America / Brazil / Maranhao / Caxias
EPI_ISL_4880300	2021-08-27	2021-10-05	South America / Brazil / Rio Grande do Sul / Pelotas
EPI_ISL_4880305	2021-07-20	2021-10-05	South America / Brazil / Maranhao / Pedreiras
EPI_ISL_4880303	2021-08-27	2021-10-05	South America / Brazil / Maranhao / Timon
EPI_ISL_4880290	2021-08-26	2021-10-05	South America / Brazil / Maranhao / Chapadinha
EPI_ISL_4880293	2021-08-25	2021-10-05	South America / Brazil / Maranhao / Chapadinha
EPI_ISL_4880291	2021-07-12	2021-10-05	South America / Brazil / Maranhao / Pedreiras
EPI_ISL_4880292	2021-08-18	2021-10-05	South America / Brazil / Maranhao / Timon
EPI_ISL_4880297	2021-07-23	2021-10-05	South America / Brazil / Maranhao / Timon
EPI_ISL_4880298	2021-07-06	2021-10-05	South America / Brazil / Maranhao / Pedreiras
EPI_ISL_4880295	2021-07-04	2021-10-05	South America / Brazil / Maranhao / Sao Raimundo das Mangabeiras
EPI_ISL_4880296	2021-08-18	2021-10-05	South America / Brazil / Maranhao / Timon
EPI_ISL_4880299	2021-08-23	2021-10-05	South America / Brazil / Maranhao / Sao Luis
EPI_ISL_4880282	2021-08-18	2021-10-05	South America / Brazil / Maranhao / Pedreiras
EPI_ISL_4880280	2021-07-07	2021-10-05	South America / Brazil / Maranhao / Miranda do Norte
EPI_ISL_4880281	2021-07-13	2021-10-05	South America / Brazil / Maranhao / Trizidela do Vale
EPI_ISL_4880286	2021-07-22	2021-10-05	South America / Brazil / Maranhao / Timon
EPI_ISL_4880287	2021-07-30	2021-10-05	South America / Brazil / Maranhao / Sao Luis
EPI_ISL_4880284	2021-08-27	2021-10-05	South America / Brazil / Maranhao / Timon
EPI_ISL_4880285	2021-07-20	2021-10-05	South America / Brazil / Maranhao / Codo
EPI_ISL_4880288	2021-08-05	2021-10-05	South America / Brazil / Maranhao / Ze Doca
EPI_ISL_4880289	2021-08-10	2021-10-05	South America / Brazil / Maranhao / Ze Doca
EPI_ISL_4880275	2021-07-08	2021-10-05	South America / Brazil / Maranhao / Timon
EPI_ISL_4880279	2021-07-06	2021-10-05	South America / Brazil / Maranhao / Sao Luis
EPI_ISL_4880277	2021-07-05	2021-10-05	South America / Brazil / Maranhao / Trizidela do Vale
EPI_ISL_4880278	2021-07-05	2021-10-05	South America / Brazil / Maranhao / Trizidela do Vale
EPI_ISL_4880263	2021-07-01	2021-10-05	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_4880268	2021-07-30	2021-10-05	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_4880269	2021-08-03	2021-10-05	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_4880266	2021-07-09	2021-10-05	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_4880267	2021-07-13	2021-10-05	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_4882160	2021-09-10	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4413785	2021-08-06	2021-09-22	South America / Brazil / Sao Paulo
EPI_ISL_4414492	2021-07-13	2021-09-22	South America / Brazil / Santa Catarina
EPI_ISL_4888103	2021-07-23	2021-10-06	South America / Brazil / Mato Grosso do Sul / Campo Grande
EPI_ISL_4890125	2021-04-29	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890117	2021-09-20	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890108	2021-06-01	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890102	2021-05-27	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4889933	2021-09-20	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4889934	2021-09-13	2021-10-06	South America / Brazil / Minas Gerais / Uberlandia
EPI_ISL_4889932	2021-09-13	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4889952	2021-09-21	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890092	2021-09-20	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890093	2021-09-20	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890091	2021-06-08	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890083	2021-09-20	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890084	2021-09-20	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890085	2021-09-20	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890086	2021-09-20	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890087	2021-09-20	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890088	2021-05-26	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4890089	2021-05-30	2021-10-06	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_4888058	2021-06-21	2021-10-06	South America / Brazil / Mato Grosso do Sul / Cassilandia
EPI_ISL_4888059	2021-06-19	2021-10-06	South America / Brazil / Mato Grosso do Sul / Corumba
EPI_ISL_4888043	2021-06-05	2021-10-06	South America / Brazil / Mato Grosso do Sul / Rio Brilhante
EPI_ISL_4888042	2021-06-01	2021-10-06	South America / Brazil / Mato Grosso do Sul / Fatima do Sul
EPI_ISL_4888073	2021-07-20	2021-10-06	South America / Brazil / Mato Grosso do Sul / Tres Lagoas
EPI_ISL_4888067	2021-06-29	2021-10-06	South America / Brazil / Mato Grosso do Sul / Ribas do Rio Pardo
EPI_ISL_4888094	2021-07-06	2021-10-06	South America / Brazil / Mato Grosso do Sul / Nioaque
EPI_ISL_4888081	2021-07-01	2021-10-06	South America / Brazil / Mato Grosso do Sul / Sao Gabriel do Oeste
EPI_ISL_4888080	2021-07-13	2021-10-06	South America / Brazil / Mato Grosso do Sul / Bela Vista
EPI_ISL_4888087	2021-07-01	2021-10-06	South America / Brazil / Mato Grosso do Sul / Sidrolandia
EPI_ISL_4423073	2021-06-10	2021-09-22	South America / Brazil / Federal District
EPI_ISL_4423125	2021-06-14	2021-09-22	South America / Brazil / Federal District
EPI_ISL_4426825	2021-05-13	2021-09-22	South America / Brazil / Maranhao
EPI_ISL_4600520	2021-06-04	2021-09-29	South America / Brazil / Pernambuco / Olinda
EPI_ISL_3615247	2021-07-26	2021-08-24	South America / Brazil / Rio de Janeiro / Marica
EPI_ISL_4919913	2021-07-19	2021-10-06	South America / Brazil / Rio de Janeiro / Teresopolis
EPI_ISL_4919915	2021-07-27	2021-10-06	South America / Brazil / Rio de Janeiro / Teresopolis
EPI_ISL_4919918	2021-08-04	2021-10-06	South America / Brazil / Rio de Janeiro / Teresopolis
EPI_ISL_4919924	2021-09-06	2021-10-06	South America / Brazil / Rio Grande do Norte / Alto do Rodrigues
EPI_ISL_3615264	2021-07-28	2021-08-24	South America / Brazil / Rio de Janeiro / Paraty
EPI_ISL_3615266	2021-07-26	2021-08-24	South America / Brazil / Rio de Janeiro / Araruama
EPI_ISL_4945112	2021-03-09	2021-10-07	South America / Brazil / Federal District
EPI_ISL_4945102	2021-03-09	2021-10-07	South America / Brazil / Federal District
EPI_ISL_4945104	2021-03-05	2021-10-07	South America / Brazil / Federal District
EPI_ISL_4945106	2021-03-10	2021-10-07	South America / Brazil / Federal District
EPI_ISL_4945108	2021-03-01	2021-10-07	South America / Brazil / Federal District
EPI_ISL_3663853	2021-05-12	2021-08-25	South America / Brazil / Mato Grosso do Sul
EPI_ISL_3664128	2021-05-08	2021-08-25	South America / Brazil / Sao Paulo
EPI_ISL_3664089	2021-05-05	2021-08-25	South America / Brazil / Sao Paulo
EPI_ISL_3664095	2021-05-04	2021-08-25	South America / Brazil / Mato Grosso
EPI_ISL_3664097	2021-05-07	2021-08-25	South America / Brazil / Parana
EPI_ISL_3663835	2021-05-11	2021-08-25	South America / Brazil / Rio de Janeiro
EPI_ISL_3663896	2021-05-12	2021-08-25	South America / Brazil / Federal District
EPI_ISL_3663934	2021-05-11	2021-08-25	South America / Brazil / Rio de Janeiro
EPI_ISL_3664213	2021-05-04	2021-08-25	South America / Brazil / Rio de Janeiro
EPI_ISL_3664256	2021-05-12	2021-08-25	South America / Brazil / Rio de Janeiro
EPI_ISL_3671865	2021-08-02	2021-08-25	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_3671866	2021-06-08	2021-08-25	South America / Brazil / Sao Paulo / Presidente Prudente
EPI_ISL_3671877	2021-07-04	2021-08-25	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_3671879	2021-06-09	2021-08-25	South America / Brazil / Sao Paulo / Rio Grande da Serra
EPI_ISL_3671880	2021-06-09	2021-08-25	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_3671881	2021-06-10	2021-08-25	South America / Brazil / Sao Paulo / Santos
EPI_ISL_3671882	2021-06-10	2021-08-25	South America / Brazil / Sao Paulo / Iguape
EPI_ISL_3671885	2021-06-11	2021-08-25	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_5017906	2021-05-20	2021-10-09	South America / Brazil / Alagoas / Maceió
EPI_ISL_5017907	2021-05-13	2021-10-09	South America / Brazil / Piaui / Luis Correia
EPI_ISL_5021504	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021548	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021564	2021-09-11	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021579	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021575	2021-09-12	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021574	2021-09-12	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021583	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021421	2021-09-14	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020166	2021-09-16	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020903	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020918	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020917	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020929	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020927	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020937	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020932	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020934	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020949	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020942	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020985	2021-09-12	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020984	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020990	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021325	2021-09-14	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020818	2021-09-17	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020836	2021-09-12	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020846	2021-09-12	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020791	2021-09-14	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021202	2021-09-14	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021235	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021260	2021-09-14	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021271	2021-09-14	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021299	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021198	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020710	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020669	2021-09-09	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021122	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021083	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020593	2021-09-12	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021017	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021014	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021048	2021-09-12	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021044	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021046	2021-09-13	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021068	2021-09-12	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5021061	2021-09-12	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020517	2021-09-10	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020421	2021-09-14	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020420	2021-09-14	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_5020492	2021-09-14	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_3703306	2021-04-23	2021-08-26	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3703385	2021-04-26	2021-08-26	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3703399	2021-04-26	2021-08-26	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_5030027	2021-07-19	2021-10-10	South America / Brazil / Sao Paulo / Aluminio
EPI_ISL_5030024	2021-07-22	2021-10-10	South America / Brazil / Sao Paulo / Aluminio
EPI_ISL_5030018	2021-06-30	2021-10-10	South America / Brazil / Rondonia / Porto Velho
EPI_ISL_5030017	2021-06-27	2021-10-10	South America / Brazil / Rondonia / Porto Velho
EPI_ISL_5030033	2021-07-23	2021-10-10	South America / Brazil / Sao Paulo / Avare
EPI_ISL_5030031	2021-07-26	2021-10-10	South America / Brazil / Sao Paulo / Aracariguama
EPI_ISL_5030037	2021-07-30	2021-10-10	South America / Brazil / Sao Paulo / Bauru
EPI_ISL_5030035	2021-07-16	2021-10-10	South America / Brazil / Sao Paulo / Avare
EPI_ISL_5030030	2021-07-27	2021-10-10	South America / Brazil / Sao Paulo / Aracariguama
EPI_ISL_5030028	2021-07-29	2021-10-10	South America / Brazil / Sao Paulo / Aracariguama
EPI_ISL_5030044	2021-07-20	2021-10-10	South America / Brazil / Sao Paulo / Bauru
EPI_ISL_5030043	2021-07-22	2021-10-10	South America / Brazil / Sao Paulo / Bauru
EPI_ISL_5030042	2021-07-24	2021-10-10	South America / Brazil / Sao Paulo / Bauru
EPI_ISL_5030048	2021-07-29	2021-10-10	South America / Brazil / Sao Paulo / Catanduva
EPI_ISL_5030039	2021-07-28	2021-10-10	South America / Brazil / Sao Paulo / Bauru
EPI_ISL_5030050	2021-07-28	2021-10-10	South America / Brazil / Sao Paulo / Catanduva
EPI_ISL_4516154	2021-08-25	2021-09-26	South America / Brazil / Amazonas / Careiro
EPI_ISL_4600463	2021-07-19	2021-09-29	South America / Brazil / Bahia / Camaru
EPI_ISL_4600536	2021-06-06	2021-09-29	South America / Brazil / Pernambuco / Toritama
EPI_ISL_4422651	2021-06-04	2021-09-22	South America / Brazil / Pernambuco
EPI_ISL_5020867	2021-09-12	2021-10-10	South America / Brazil / Sao Paulo
EPI_ISL_4629158	2021-09-06	2021-09-30	South America / Brazil / Rio Grande do Sul
EPI_ISL_4424121	2021-07-01	2021-09-22	South America / Brazil / Parana
EPI_ISL_4271170	2021-06-08	2021-09-17	South America / Brazil / Sao Paulo
EPI_ISL_4080899	2021-07-27	2021-09-10	South America / Brazil / Goias / GOIANESIA
EPI_ISL_3914010	2021-06-18	2021-09-03	South America / Brazil / Parana
EPI_ISL_3824299	2021-08-10	2021-08-31	South America / Brazil / Sao Paulo / Araraquara
EPI_ISL_3761603	2021-07-15	2021-08-28	South America / Brazil / Sao Paulo / Guapiacu
EPI_ISL_3696672	2021-08-06	2021-08-26	South America / Brazil / Sao Paulo
EPI_ISL_3671884	2021-06-11	2021-08-25	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_3615249	2021-07-26	2021-08-24	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_3615221	2021-07-21	2021-08-24	South America / Brazil / Rio de Janeiro / Cabo Frio
EPI_ISL_3615211	2021-07-26	2021-08-24	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_3615271	2021-07-25	2021-08-24	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_3615270	2021-07-25	2021-08-24	South America / Brazil / Rio de Janeiro / Araruama
EPI_ISL_3615265	2021-07-29	2021-08-24	South America / Brazil / Rio de Janeiro / Barra Mansa
EPI_ISL_3615268	2021-07-23	2021-08-24	South America / Brazil / Rio de Janeiro / Queimados
EPI_ISL_3615250	2021-07-26	2021-08-24	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_3615190	2021-07-23	2021-08-24	South America / Brazil / Rio de Janeiro / Sao Jose do Vale do Rio Preto
EPI_ISL_3615181	2021-07-26	2021-08-24	South America / Brazil / Rio de Janeiro / Itaocara
EPI_ISL_3615240	2021-07-28	2021-08-24	South America / Brazil / Rio de Janeiro / Casimiro de Abreu
EPI_ISL_3615242	2021-07-22	2021-08-24	South America / Brazil / Rio de Janeiro / Sao Sebastiao do Alto
EPI_ISL_3615241	2021-07-23	2021-08-24	South America / Brazil / Rio de Janeiro / Italva
EPI_ISL_3615244	2021-07-26	2021-08-24	South America / Brazil / Rio de Janeiro / Mesquita
EPI_ISL_3615243	2021-07-29	2021-08-24	South America / Brazil / Rio de Janeiro / Barra Mansa
EPI_ISL_3615246	2021-07-26	2021-08-24	South America / Brazil / Rio de Janeiro / Marica
EPI_ISL_3615245	2021-07-26	2021-08-24	South America / Brazil / Rio de Janeiro / Niteroi
EPI_ISL_3615237	2021-07-24	2021-08-24	South America / Brazil / Rio de Janeiro / Tres Rios
EPI_ISL_3615236	2021-07-23	2021-08-24	South America / Brazil / Rio de Janeiro / Carapebus
EPI_ISL_3615239	2021-07-25	2021-08-24	South America / Brazil / Rio de Janeiro / Sao Jose de Uba
EPI_ISL_3615238	2021-07-21	2021-08-24	South America / Brazil / Rio de Janeiro / Arraial do Cabo
